2021-07-22 15:35:39 startup archives install
2021-07-22 15:35:54 status unpacked tar:amd64 1.28-2.1
2021-07-22 15:35:54 status unpacked tar:amd64 1.28-2.1
2021-07-22 15:35:54 status half-configured tar:amd64 1.28-2.1
2021-07-22 15:35:54 status installed tar:amd64 1.28-2.1
2021-07-22 15:35:54 configure dpkg:amd64 1.18.4ubuntu1 <none>
2021-07-22 15:35:54 status unpacked dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 status unpacked dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 status unpacked dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 status unpacked dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 status unpacked dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 status half-configured dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 status installed dpkg:amd64 1.18.4ubuntu1
2021-07-22 15:35:54 configure sed:amd64 4.2.2-7 <none>
2021-07-22 15:35:54 status unpacked sed:amd64 4.2.2-7
2021-07-22 15:35:54 status half-configured sed:amd64 4.2.2-7
2021-07-22 15:35:54 status installed sed:amd64 4.2.2-7
2021-07-22 15:35:54 configure perl-base:amd64 5.22.1-9 <none>
2021-07-22 15:35:54 status unpacked perl-base:amd64 5.22.1-9
2021-07-22 15:35:54 status half-configured perl-base:amd64 5.22.1-9
2021-07-22 15:35:54 status installed perl-base:amd64 5.22.1-9
2021-07-22 15:35:54 configure grep:amd64 2.24-1 <none>
2021-07-22 15:35:54 status unpacked grep:amd64 2.24-1
2021-07-22 15:35:54 status half-configured grep:amd64 2.24-1
2021-07-22 15:35:54 status installed grep:amd64 2.24-1
2021-07-22 15:35:54 configure debconf:all 1.5.58ubuntu1 <none>
2021-07-22 15:35:54 status unpacked debconf:all 1.5.58ubuntu1
2021-07-22 15:35:54 status unpacked debconf:all 1.5.58ubuntu1
2021-07-22 15:35:54 status unpacked debconf:all 1.5.58ubuntu1
2021-07-22 15:35:54 status half-configured debconf:all 1.5.58ubuntu1
2021-07-22 15:35:54 status installed debconf:all 1.5.58ubuntu1
2021-07-22 15:35:54 configure tzdata:all 2016d-0ubuntu0.16.04 <none>
2021-07-22 15:35:54 status unpacked tzdata:all 2016d-0ubuntu0.16.04
2021-07-22 15:35:54 status half-configured tzdata:all 2016d-0ubuntu0.16.04
2021-07-22 15:35:55 status installed tzdata:all 2016d-0ubuntu0.16.04
2021-07-22 15:35:55 configure gzip:amd64 1.6-4ubuntu1 <none>
2021-07-22 15:35:55 status unpacked gzip:amd64 1.6-4ubuntu1
2021-07-22 15:35:55 status half-configured gzip:amd64 1.6-4ubuntu1
2021-07-22 15:35:55 status installed gzip:amd64 1.6-4ubuntu1
2021-07-22 15:35:55 configure dash:amd64 0.5.8-2.1ubuntu2 <none>
2021-07-22 15:35:55 status unpacked dash:amd64 0.5.8-2.1ubuntu2
2021-07-22 15:35:55 status half-configured dash:amd64 0.5.8-2.1ubuntu2
2021-07-22 15:35:55 status installed dash:amd64 0.5.8-2.1ubuntu2
2021-07-22 15:35:55 configure init-system-helpers:all 1.29ubuntu1 <none>
2021-07-22 15:35:55 status unpacked init-system-helpers:all 1.29ubuntu1
2021-07-22 15:35:55 status half-configured init-system-helpers:all 1.29ubuntu1
2021-07-22 15:35:55 status installed init-system-helpers:all 1.29ubuntu1
2021-07-22 15:35:55 configure sysvinit-utils:amd64 2.88dsf-59.3ubuntu2 <none>
2021-07-22 15:35:55 status unpacked sysvinit-utils:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:55 status half-configured sysvinit-utils:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:55 status installed sysvinit-utils:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:55 configure sysv-rc:all 2.88dsf-59.3ubuntu2 <none>
2021-07-22 15:35:55 status unpacked sysv-rc:all 2.88dsf-59.3ubuntu2
2021-07-22 15:35:55 status half-configured sysv-rc:all 2.88dsf-59.3ubuntu2
2021-07-22 15:35:55 status installed sysv-rc:all 2.88dsf-59.3ubuntu2
2021-07-22 15:35:55 configure libpam0g:amd64 1.1.8-3.2ubuntu2 <none>
2021-07-22 15:35:55 status unpacked libpam0g:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:55 status half-configured libpam0g:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:55 status installed libpam0g:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:55 configure locales:all 2.23-0ubuntu3 <none>
2021-07-22 15:35:55 status unpacked locales:all 2.23-0ubuntu3
2021-07-22 15:35:55 status unpacked locales:all 2.23-0ubuntu3
2021-07-22 15:35:55 status half-configured locales:all 2.23-0ubuntu3
2021-07-22 15:35:56 status installed locales:all 2.23-0ubuntu3
2021-07-22 15:35:56 configure libpam-modules-bin:amd64 1.1.8-3.2ubuntu2 <none>
2021-07-22 15:35:56 status unpacked libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status half-configured libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status installed libpam-modules-bin:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 configure bash:amd64 4.3-14ubuntu1 <none>
2021-07-22 15:35:56 status unpacked bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 status unpacked bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 status unpacked bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 status unpacked bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 status unpacked bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 status half-configured bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 status installed bash:amd64 4.3-14ubuntu1
2021-07-22 15:35:56 configure libpam-modules:amd64 1.1.8-3.2ubuntu2 <none>
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status half-configured libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status installed libpam-modules:amd64 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 configure libpam-runtime:all 1.1.8-3.2ubuntu2 <none>
2021-07-22 15:35:56 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status unpacked libpam-runtime:all 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status half-configured libpam-runtime:all 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 status installed libpam-runtime:all 1.1.8-3.2ubuntu2
2021-07-22 15:35:56 configure passwd:amd64 1:4.2-3.1ubuntu5 <none>
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status half-configured passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status installed passwd:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 configure login:amd64 1:4.2-3.1ubuntu5 <none>
2021-07-22 15:35:56 status unpacked login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status unpacked login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status half-configured login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 status installed login:amd64 1:4.2-3.1ubuntu5
2021-07-22 15:35:56 configure adduser:all 3.113+nmu3ubuntu4 <none>
2021-07-22 15:35:56 status unpacked adduser:all 3.113+nmu3ubuntu4
2021-07-22 15:35:56 status unpacked adduser:all 3.113+nmu3ubuntu4
2021-07-22 15:35:56 status half-configured adduser:all 3.113+nmu3ubuntu4
2021-07-22 15:35:56 status installed adduser:all 3.113+nmu3ubuntu4
2021-07-22 15:35:56 configure libuuid1:amd64 2.27.1-6ubuntu3 <none>
2021-07-22 15:35:56 status unpacked libuuid1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status half-configured libuuid1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status installed libuuid1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 configure libblkid1:amd64 2.27.1-6ubuntu3 <none>
2021-07-22 15:35:56 status unpacked libblkid1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status half-configured libblkid1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status installed libblkid1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 configure libmount1:amd64 2.27.1-6ubuntu3 <none>
2021-07-22 15:35:56 status unpacked libmount1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status half-configured libmount1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status installed libmount1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 configure libcryptsetup4:amd64 2:1.6.6-5ubuntu2 <none>
2021-07-22 15:35:56 status unpacked libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2021-07-22 15:35:56 status half-configured libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2021-07-22 15:35:56 status installed libcryptsetup4:amd64 2:1.6.6-5ubuntu2
2021-07-22 15:35:56 configure mount:amd64 2.27.1-6ubuntu3 <none>
2021-07-22 15:35:56 status unpacked mount:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status half-configured mount:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status installed mount:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 configure libfdisk1:amd64 2.27.1-6ubuntu3 <none>
2021-07-22 15:35:56 status unpacked libfdisk1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status half-configured libfdisk1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 status installed libfdisk1:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:56 configure initscripts:amd64 2.88dsf-59.3ubuntu2 <none>
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status unpacked initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:56 status half-configured initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:57 status installed initscripts:amd64 2.88dsf-59.3ubuntu2
2021-07-22 15:35:57 configure util-linux:amd64 2.27.1-6ubuntu3 <none>
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status unpacked util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status half-configured util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 status installed util-linux:amd64 2.27.1-6ubuntu3
2021-07-22 15:35:57 configure e2fsprogs:amd64 1.42.13-1ubuntu1 <none>
2021-07-22 15:35:57 status unpacked e2fsprogs:amd64 1.42.13-1ubuntu1
2021-07-22 15:35:57 status unpacked e2fsprogs:amd64 1.42.13-1ubuntu1
2021-07-22 15:35:57 status half-configured e2fsprogs:amd64 1.42.13-1ubuntu1
2021-07-22 15:35:57 status installed e2fsprogs:amd64 1.42.13-1ubuntu1
2021-07-22 15:35:57 configure procps:amd64 2:3.3.10-4ubuntu2 <none>
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status unpacked procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status half-configured procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 status installed procps:amd64 2:3.3.10-4ubuntu2
2021-07-22 15:35:57 configure systemd:amd64 229-4ubuntu4 <none>
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status unpacked systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status half-configured systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 status installed systemd:amd64 229-4ubuntu4
2021-07-22 15:35:57 configure systemd-sysv:amd64 229-4ubuntu4 <none>
2021-07-22 15:35:57 status unpacked systemd-sysv:amd64 229-4ubuntu4
2021-07-22 15:35:57 status half-configured systemd-sysv:amd64 229-4ubuntu4
2021-07-22 15:35:57 status installed systemd-sysv:amd64 229-4ubuntu4
2021-07-22 15:35:57 configure init:amd64 1.29ubuntu1 <none>
2021-07-22 15:35:57 status unpacked init:amd64 1.29ubuntu1
2021-07-22 15:35:57 status half-configured init:amd64 1.29ubuntu1
2021-07-22 15:35:57 status installed init:amd64 1.29ubuntu1
2021-07-22 15:35:57 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-07-22 15:35:57 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:57 status installed libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:58 startup archives unpack
2021-07-22 15:35:58 install apt:amd64 <none> 1.2.10ubuntu1
2021-07-22 15:35:58 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:58 status half-installed apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 install gcc-5-base:amd64 <none> 5.3.1-14ubuntu2
2021-07-22 15:35:58 status half-installed gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status unpacked gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status unpacked gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 install gnupg:amd64 <none> 1.4.20-1ubuntu3
2021-07-22 15:35:58 status half-installed gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status unpacked gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status unpacked gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 install gpgv:amd64 <none> 1.4.20-1ubuntu3
2021-07-22 15:35:58 status half-installed gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status unpacked gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status unpacked gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 install libapt-pkg5.0:amd64 <none> 1.2.10ubuntu1
2021-07-22 15:35:58 status half-installed libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 install liblz4-1:amd64 <none> 0.0~r131-2ubuntu2
2021-07-22 15:35:58 status half-installed liblz4-1:amd64 0.0~r131-2ubuntu2
2021-07-22 15:35:58 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu2
2021-07-22 15:35:58 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu2
2021-07-22 15:35:58 install libreadline6:amd64 <none> 6.3-8ubuntu2
2021-07-22 15:35:58 status half-installed libreadline6:amd64 6.3-8ubuntu2
2021-07-22 15:35:58 status unpacked libreadline6:amd64 6.3-8ubuntu2
2021-07-22 15:35:58 status unpacked libreadline6:amd64 6.3-8ubuntu2
2021-07-22 15:35:58 install libstdc++6:amd64 <none> 5.3.1-14ubuntu2
2021-07-22 15:35:58 status half-installed libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status unpacked libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status unpacked libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 install libusb-0.1-4:amd64 <none> 2:0.1.12-28
2021-07-22 15:35:58 status half-installed libusb-0.1-4:amd64 2:0.1.12-28
2021-07-22 15:35:58 status unpacked libusb-0.1-4:amd64 2:0.1.12-28
2021-07-22 15:35:58 status unpacked libusb-0.1-4:amd64 2:0.1.12-28
2021-07-22 15:35:58 install readline-common:all <none> 6.3-8ubuntu2
2021-07-22 15:35:58 status half-installed readline-common:all 6.3-8ubuntu2
2021-07-22 15:35:58 status unpacked readline-common:all 6.3-8ubuntu2
2021-07-22 15:35:58 status unpacked readline-common:all 6.3-8ubuntu2
2021-07-22 15:35:58 install ubuntu-keyring:all <none> 2012.05.19
2021-07-22 15:35:58 status half-installed ubuntu-keyring:all 2012.05.19
2021-07-22 15:35:58 status unpacked ubuntu-keyring:all 2012.05.19
2021-07-22 15:35:58 status unpacked ubuntu-keyring:all 2012.05.19
2021-07-22 15:35:58 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-07-22 15:35:58 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:58 status installed libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:58 startup packages configure
2021-07-22 15:35:58 configure readline-common:all 6.3-8ubuntu2 <none>
2021-07-22 15:35:58 status unpacked readline-common:all 6.3-8ubuntu2
2021-07-22 15:35:58 status half-configured readline-common:all 6.3-8ubuntu2
2021-07-22 15:35:58 status installed readline-common:all 6.3-8ubuntu2
2021-07-22 15:35:58 configure liblz4-1:amd64 0.0~r131-2ubuntu2 <none>
2021-07-22 15:35:58 status triggers-pending libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:58 status unpacked liblz4-1:amd64 0.0~r131-2ubuntu2
2021-07-22 15:35:58 status half-configured liblz4-1:amd64 0.0~r131-2ubuntu2
2021-07-22 15:35:58 status installed liblz4-1:amd64 0.0~r131-2ubuntu2
2021-07-22 15:35:58 configure gpgv:amd64 1.4.20-1ubuntu3 <none>
2021-07-22 15:35:58 status unpacked gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status half-configured gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status installed gpgv:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 configure libusb-0.1-4:amd64 2:0.1.12-28 <none>
2021-07-22 15:35:58 status unpacked libusb-0.1-4:amd64 2:0.1.12-28
2021-07-22 15:35:58 status half-configured libusb-0.1-4:amd64 2:0.1.12-28
2021-07-22 15:35:58 status installed libusb-0.1-4:amd64 2:0.1.12-28
2021-07-22 15:35:58 configure ubuntu-keyring:all 2012.05.19 <none>
2021-07-22 15:35:58 status unpacked ubuntu-keyring:all 2012.05.19
2021-07-22 15:35:58 status half-configured ubuntu-keyring:all 2012.05.19
2021-07-22 15:35:58 status installed ubuntu-keyring:all 2012.05.19
2021-07-22 15:35:58 configure libreadline6:amd64 6.3-8ubuntu2 <none>
2021-07-22 15:35:58 status unpacked libreadline6:amd64 6.3-8ubuntu2
2021-07-22 15:35:58 status half-configured libreadline6:amd64 6.3-8ubuntu2
2021-07-22 15:35:58 status installed libreadline6:amd64 6.3-8ubuntu2
2021-07-22 15:35:58 configure gcc-5-base:amd64 5.3.1-14ubuntu2 <none>
2021-07-22 15:35:58 status unpacked gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status half-configured gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status installed gcc-5-base:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 configure gnupg:amd64 1.4.20-1ubuntu3 <none>
2021-07-22 15:35:58 status unpacked gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status half-configured gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 status installed gnupg:amd64 1.4.20-1ubuntu3
2021-07-22 15:35:58 configure libstdc++6:amd64 5.3.1-14ubuntu2 <none>
2021-07-22 15:35:58 status unpacked libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status half-configured libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 status installed libstdc++6:amd64 5.3.1-14ubuntu2
2021-07-22 15:35:58 configure libapt-pkg5.0:amd64 1.2.10ubuntu1 <none>
2021-07-22 15:35:58 status unpacked libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status half-configured libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status installed libapt-pkg5.0:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 configure apt:amd64 1.2.10ubuntu1 <none>
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status unpacked apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:58 status half-configured apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:59 status installed apt:amd64 1.2.10ubuntu1
2021-07-22 15:35:59 trigproc libc-bin:amd64 2.23-0ubuntu3 <none>
2021-07-22 15:35:59 status half-configured libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:35:59 status installed libc-bin:amd64 2.23-0ubuntu3
2021-07-22 15:36:13 startup packages purge
2021-07-22 15:36:13 status installed locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 remove locales:all 2.23-0ubuntu3 <none>
2021-07-22 15:36:13 status half-configured locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 status half-installed locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 status config-files locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 purge locales:all 2.23-0ubuntu3 <none>
2021-07-22 15:36:13 status config-files locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 status config-files locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 status config-files locales:all 2.23-0ubuntu3
2021-07-22 15:36:13 status config-files locales:all 2.23-0ubuntu3
